account_id,customer_id,account_type,open_date,interest_rate,credit_limit,current_balance
202630,101487,credit_card,2018-11-04 20:02:23.678088,20.47,20000.0,13245.44
202631,101488,savings,2024-09-22 20:02:23.678396,,,6176.0
202632,101488,loan,2022-07-17 20:02:23.678589,8.1,20000.0,11850.37
202633,101488,credit_card,2019-11-04 20:02:23.678795,21.2,5000.0,1525.75
202634,101489,savings,2022-02-17 20:02:23.679265,,,45670.67
202635,101489,savings,2022-12-22 20:02:23.679580,,,45027.63
202636,101490,credit_card,2019-07-30 20:02:23.680275,21.63,5000.0,2777.94
202637,101490,savings,2025-05-04 20:02:23.680442,,,29293.68
202638,101490,savings,2019-05-26 20:02:23.680566,,,22134.7
202639,101491,loan,2020-11-25 20:02:23.681013,6.47,100000.0,74873.07
202640,101492,credit_card,2025-04-25 20:02:23.681863,18.83,30000.0,21021.84
202641,101492,savings,2019-01-12 20:02:23.682092,,,47185.78
202642,101493,credit_card,2024-04-08 20:02:23.682739,19.57,20000.0,9273.28
202643,101494,savings,2023-07-21 20:02:23.683113,,,46782.34
202644,101495,savings,2022-09-23 20:02:23.683452,,,25467.89
202645,101496,savings,2025-08-03 20:02:23.683753,,,5544.68
202646,101497,credit_card,2025-03-13 20:02:23.684132,15.54,5000.0,2932.59
202647,101497,credit_card,2023-01-17 20:02:23.684349,16.52,30000.0,14446.38
202648,101497,savings,2022-06-25 20:02:23.684484,,,44513.36
202649,101498,loan,2018-01-11 20:02:23.684854,6.87,20000.0,15625.9
202650,101498,loan,2024-04-30 20:02:23.685084,7.17,100000.0,85544.46
202651,101498,savings,2019-01-11 20:02:23.685221,,,43348.15
202652,101499,credit_card,2024-02-29 20:02:23.685627,20.51,30000.0,24039.1
202653,101500,credit_card,2019-05-17 20:02:23.686016,21.34,20000.0,9026.27
202654,101501,credit_card,2024-05-22 20:02:23.686402,21.75,5000.0,3661.63
202655,101501,savings,2022-10-24 20:02:23.686540,,,13054.1
202656,101501,savings,2021-01-20 20:02:23.686654,,,38354.8
202657,101502,loan,2024-12-13 20:02:23.687015,8.89,50000.0,45585.15
202658,101502,savings,2024-06-19 20:02:23.687150,,,37949.54
202659,101503,savings,2022-12-08 20:02:23.687464,,,42710.32
202660,101503,savings,2021-08-28 20:02:23.687582,,,27305.72
202661,101504,savings,2019-03-15 20:02:23.687865,,,35967.1
202662,101505,savings,2024-02-09 20:02:23.688148,,,5365.92
202663,101506,savings,2023-11-04 20:02:23.688425,,,44510.67
202664,101506,credit_card,2019-11-26 20:02:23.688618,20.64,10000.0,6819.41
202665,101507,savings,2022-10-21 20:02:23.688918,,,10069.53
202666,101507,credit_card,2024-06-05 20:02:23.689110,20.4,5000.0,2823.91
202667,101507,savings,2022-06-30 20:02:23.689245,,,41129.03
202668,101508,loan,2023-06-30 20:02:23.689650,10.36,100000.0,56444.09
202669,101508,savings,2024-03-28 20:02:23.689786,,,31714.86
202670,101509,credit_card,2022-05-25 20:02:23.690160,17.57,10000.0,6085.54
202671,101510,savings,2020-05-01 20:02:23.690479,,,15929.92
202672,101511,savings,2019-10-05 20:02:23.690762,,,9827.28
202673,101511,credit_card,2021-10-23 20:02:23.690954,16.39,20000.0,10729.34
202674,101511,loan,2019-07-16 20:02:23.691161,9.34,100000.0,99519.18
202675,101512,savings,2024-10-25 20:02:23.691504,,,28571.11
202676,101512,savings,2022-01-23 20:02:23.691623,,,2954.26
202677,101512,credit_card,2018-07-07 20:02:23.691811,19.0,30000.0,13061.65
202678,101513,credit_card,2022-09-21 20:02:23.692200,15.69,20000.0,12172.21
202679,101514,savings,2025-04-07 20:02:23.692502,,,11132.82
202680,101515,savings,2020-05-29 20:02:23.692781,,,23628.92
202681,101516,savings,2018-02-13 20:02:23.693061,,,49699.18
202682,101516,credit_card,2020-03-25 20:02:23.693251,19.62,5000.0,3486.89
202683,101517,loan,2020-01-05 20:02:23.693656,7.84,50000.0,49795.94
202684,101517,savings,2021-07-16 20:02:23.693790,,,5104.43
202685,101517,loan,2024-07-25 20:02:23.693978,10.76,100000.0,88641.05
202686,101518,savings,2019-11-24 20:02:23.694275,,,22281.49
202687,101519,savings,2021-06-09 20:02:23.694554,,,35247.19
202688,101520,loan,2021-07-08 20:02:23.694914,7.57,20000.0,16577.61
202689,101520,savings,2024-08-19 20:02:23.695049,,,29157.95
202690,101521,savings,2023-10-20 20:02:23.695352,,,40785.36
202691,101521,credit_card,2018-10-14 20:02:23.695826,16.59,20000.0,4134.0
202692,101521,savings,2023-10-21 20:02:23.696072,,,30726.37
202693,101522,savings,2020-06-09 20:02:23.696488,,,4797.64
202694,101522,savings,2023-12-10 20:02:23.696610,,,31496.42
202695,101522,savings,2021-04-24 20:02:23.696749,,,29634.36
202696,101523,credit_card,2019-12-27 20:02:23.697129,16.84,30000.0,9678.32
202697,101523,credit_card,2025-07-14 20:02:23.697376,21.38,20000.0,17388.37
202698,101524,loan,2024-12-09 20:02:23.698139,8.36,100000.0,63427.81
202699,101524,savings,2019-01-09 20:02:23.698368,,,18182.12
202700,101524,credit_card,2022-11-06 20:02:23.698727,15.42,5000.0,1041.38
202701,101525,credit_card,2022-05-20 20:02:23.699297,21.31,20000.0,16517.69
202702,101525,savings,2022-09-12 20:02:23.699445,,,49588.43
202703,101526,credit_card,2022-10-04 20:02:23.699894,15.26,5000.0,2860.15
202704,101527,savings,2019-03-14 20:02:23.700235,,,728.66
202705,101527,savings,2018-02-27 20:02:23.700367,,,26061.88
202706,101528,savings,2021-10-27 20:02:23.700678,,,43528.14
202707,101528,savings,2023-09-06 20:02:23.700796,,,43190.83
202708,101528,savings,2021-09-20 20:02:23.700909,,,24308.85
202709,101529,savings,2019-03-19 20:02:23.701197,,,47888.68
202710,101529,savings,2020-12-04 20:02:23.701314,,,5668.02
202711,101529,credit_card,2025-06-28 20:02:23.701505,18.66,5000.0,3708.69
202712,101530,credit_card,2021-12-19 20:02:23.702089,18.09,20000.0,16922.19
202713,101530,savings,2022-02-08 20:02:23.702230,,,31615.15
202714,101530,credit_card,2024-01-12 20:02:23.702420,20.8,10000.0,2261.36
202715,101531,loan,2025-09-04 20:02:23.702827,10.19,50000.0,33638.6
202716,101532,credit_card,2024-04-11 20:02:23.703216,17.86,20000.0,17902.02
202717,101533,credit_card,2023-07-25 20:02:23.703721,19.6,30000.0,16914.52
202718,101534,credit_card,2021-03-12 20:02:23.704145,18.58,10000.0,5055.97
202719,101535,savings,2020-08-31 20:02:23.704454,,,49868.92
202720,101535,credit_card,2023-07-29 20:02:23.704649,19.28,10000.0,7585.05
202721,101536,loan,2018-12-28 20:02:23.705034,9.46,100000.0,82040.06
202722,101537,savings,2020-08-20 20:02:23.705336,,,22367.77
202723,101537,savings,2024-05-17 20:02:23.705453,,,2219.7
202724,101537,credit_card,2022-05-16 20:02:23.705673,21.15,10000.0,5829.3
202725,101538,savings,2025-03-11 20:02:23.705993,,,43701.17
202726,101539,loan,2024-09-20 20:02:23.706355,9.69,50000.0,21232.89
202727,101540,savings,2018-06-23 20:02:23.706668,,,22418.87
202728,101540,savings,2020-06-19 20:02:23.706793,,,4883.12
202729,101540,savings,2025-04-25 20:02:23.706914,,,25068.36
202730,101541,savings,2025-07-28 20:02:23.707196,,,15327.22
202731,101541,savings,2025-03-07 20:02:23.707314,,,38766.28
202732,101542,loan,2020-07-13 20:02:23.707717,10.39,100000.0,64439.28
202733,101542,savings,2023-08-06 20:02:23.707854,,,34386.08
202734,101543,savings,2025-06-06 20:02:23.708140,,,35883.97
202735,101544,loan,2021-02-26 20:02:23.708507,6.51,20000.0,10005.41
202736,101545,savings,2019-10-29 20:02:23.708811,,,16945.51
202737,101545,loan,2018-08-20 20:02:23.709006,8.31,50000.0,31736.7
202738,101545,credit_card,2024-12-18 20:02:23.709222,15.09,20000.0,13175.98
202739,101546,savings,2019-12-04 20:02:23.709523,,,41651.67
202740,101547,credit_card,2019-10-03 20:02:23.709911,19.49,10000.0,4584.67
202741,101548,credit_card,2024-11-17 20:02:23.710290,15.73,20000.0,7512.1
202742,101548,loan,2021-06-16 20:02:23.710502,6.89,50000.0,29629.36
202743,101548,credit_card,2018-08-25 20:02:23.710705,18.75,30000.0,16297.59
202744,101549,loan,2023-10-17 20:02:23.711076,10.47,50000.0,27162.38
202745,101549,credit_card,2022-07-17 20:02:23.711282,17.26,20000.0,8974.43
202746,101550,savings,2022-07-16 20:02:23.711963,,,15905.17
202747,101551,loan,2025-06-30 20:02:23.712469,7.86,20000.0,9565.93
202748,101552,savings,2023-12-20 20:02:23.712824,,,33968.08
202749,101553,savings,2023-04-14 20:02:23.713145,,,22936.29
202750,101553,savings,2019-05-20 20:02:23.713309,,,25094.97
202751,101554,savings,2018-04-02 20:02:23.713613,,,18782.05
202752,101554,loan,2021-06-08 20:02:23.713818,6.48,50000.0,30348.92
202753,101554,credit_card,2023-12-04 20:02:23.714040,17.37,10000.0,6867.68
202754,101555,credit_card,2019-04-15 20:02:23.714753,20.09,30000.0,8273.63
202755,101556,savings,2018-07-11 20:02:23.715446,,,25890.02
202756,101556,savings,2017-11-12 20:02:23.715598,,,43621.15
202757,101557,credit_card,2025-06-27 20:02:23.716092,19.19,30000.0,17584.77
202758,101557,loan,2019-07-22 20:02:23.716365,10.51,100000.0,61520.91
202759,101558,credit_card,2025-05-15 20:02:23.716789,16.02,30000.0,25299.89
202760,101559,savings,2024-08-16 20:02:23.717116,,,11685.13
202761,101560,savings,2018-09-25 20:02:23.717413,,,28730.75
202762,101560,credit_card,2019-11-16 20:02:23.717615,19.88,30000.0,18210.38
202763,101560,loan,2021-11-25 20:02:23.717827,6.88,50000.0,29555.98
202764,101561,savings,2024-11-19 20:02:23.718226,,,1951.59
202765,101562,savings,2022-07-27 20:02:23.718532,,,43707.1
202766,101563,loan,2022-08-29 20:02:23.718906,9.62,50000.0,35087.86
202767,101563,savings,2017-12-15 20:02:23.719045,,,49623.69
202768,101564,savings,2023-11-19 20:02:23.719334,,,15447.61
202769,101564,savings,2022-08-12 20:02:23.719451,,,16544.77
202770,101565,credit_card,2024-05-22 20:02:23.719814,15.92,30000.0,24766.97
202771,101565,credit_card,2020-09-26 20:02:23.720027,15.82,30000.0,7403.91
202772,101566,savings,2025-09-10 20:02:23.720364,,,24597.03
202773,101567,loan,2022-03-28 20:02:23.720734,9.24,20000.0,10995.76
202774,101568,credit_card,2025-09-18 20:02:23.721118,19.51,30000.0,24551.69
202775,101569,credit_card,2020-08-31 20:02:23.721498,17.86,5000.0,3448.28
202776,101569,loan,2021-05-17 20:02:23.721706,8.52,20000.0,11452.98
202777,101569,savings,2018-06-21 20:02:23.721838,,,20541.05
202778,101570,credit_card,2023-03-13 20:02:23.722197,16.21,20000.0,11070.0
202779,101571,loan,2019-03-17 20:02:23.722642,10.32,100000.0,52622.6
202780,101571,savings,2024-03-12 20:02:23.722778,,,37414.2
202781,101572,savings,2022-03-10 20:02:23.723064,,,896.83
202782,101573,savings,2020-06-07 20:02:23.723349,,,45375.53
202783,101574,loan,2021-10-15 20:02:23.723709,7.07,50000.0,44347.97
202784,101574,credit_card,2024-01-19 20:02:23.723918,17.11,5000.0,2473.3
202785,101575,credit_card,2023-08-18 20:02:23.724323,20.79,20000.0,14238.25
202786,101575,credit_card,2019-12-10 20:02:23.724535,17.44,30000.0,19101.57
202787,101576,loan,2019-03-19 20:02:23.724915,7.11,50000.0,31397.48
202788,101577,credit_card,2022-05-29 20:02:23.725294,18.12,20000.0,11934.62
202789,101578,credit_card,2021-12-24 20:02:23.725682,20.29,10000.0,6135.44
202790,101578,credit_card,2018-01-10 20:02:23.726407,19.63,10000.0,4679.59
202791,101579,credit_card,2023-12-25 20:02:23.726832,17.55,10000.0,8926.86
202792,101580,credit_card,2020-10-15 20:02:23.727080,18.7,30000.0,18816.21
202793,101580,loan,2020-11-18 20:02:23.727177,11.41,20000.0,9744.2
202794,101581,savings,2018-04-28 20:02:23.727350,,,10626.12
202795,101582,loan,2024-06-07 20:02:23.728080,9.06,50000.0,24526.54
202796,101583,credit_card,2017-10-20 20:02:23.728410,21.03,20000.0,4387.8
202797,101583,savings,2023-10-10 20:02:23.728480,,,6605.04
202798,101584,savings,2025-10-03 20:02:23.728649,,,41851.82
202799,101585,credit_card,2022-03-29 20:02:23.728839,17.86,5000.0,3598.21
202800,101585,loan,2020-05-10 20:02:23.728933,9.82,50000.0,26521.77
202801,101586,loan,2025-07-26 20:02:23.729120,10.94,100000.0,98635.85
202802,101586,credit_card,2023-06-11 20:02:23.729207,20.02,5000.0,4327.31
202803,101587,savings,2021-03-07 20:02:23.729445,,,14932.92
202804,101587,loan,2020-12-01 20:02:23.729546,8.73,50000.0,41779.32
202805,101587,savings,2020-05-22 20:02:23.729607,,,6693.71
202806,101588,credit_card,2018-04-02 20:02:23.729817,21.16,20000.0,14980.71
202807,101589,credit_card,2024-03-06 20:02:23.730007,16.54,10000.0,3369.24
202808,101589,savings,2021-12-23 20:02:23.730065,,,26622.95
202809,101590,loan,2025-06-24 20:02:23.730245,10.95,100000.0,68178.36
202810,101591,credit_card,2018-01-16 20:02:23.730429,15.65,20000.0,11886.45
202811,101591,loan,2023-11-27 20:02:23.730516,11.04,50000.0,21951.84
202812,101592,credit_card,2019-12-06 20:02:23.730699,15.16,30000.0,16067.4
202813,101593,credit_card,2019-07-19 20:02:23.730879,18.73,30000.0,15372.19
202814,101593,loan,2021-06-06 20:02:23.730967,8.55,50000.0,28112.39
202815,101593,savings,2025-05-23 20:02:23.731030,,,7420.75
202816,101594,savings,2024-05-28 20:02:23.731371,,,9603.1
202817,101595,savings,2017-11-04 20:02:23.732245,,,49207.27
202818,101596,savings,2019-03-23 20:02:23.732654,,,10812.83
202819,101596,loan,2019-01-20 20:02:23.732883,10.2,50000.0,28286.08
202820,101597,credit_card,2018-06-20 20:02:23.733360,18.46,20000.0,14185.21
202821,101598,credit_card,2025-09-16 20:02:23.733779,21.93,20000.0,15318.74
202822,101599,credit_card,2020-03-23 20:02:23.734184,17.6,5000.0,3007.41
202823,101600,credit_card,2022-05-24 20:02:23.734578,19.36,10000.0,5230.23
202824,101600,loan,2022-09-04 20:02:23.734794,6.18,20000.0,16560.61
202825,101600,credit_card,2019-07-04 20:02:23.735004,20.15,20000.0,4968.88
202826,101601,savings,2019-12-09 20:02:23.735347,,,17278.5
202827,101601,loan,2024-06-03 20:02:23.735546,10.55,100000.0,74868.28
202828,101601,loan,2023-09-08 20:02:23.735754,9.44,100000.0,54204.28
202829,101602,savings,2019-12-10 20:02:23.736079,,,49225.4
202830,101602,savings,2020-11-04 20:02:23.736198,,,32017.68
202831,101602,savings,2023-12-21 20:02:23.736312,,,40471.98
202832,101603,savings,2023-04-19 20:02:23.736603,,,37221.4
202833,101603,credit_card,2024-05-28 20:02:23.736799,19.18,20000.0,7028.23
202834,101604,savings,2022-09-24 20:02:23.737105,,,12608.99
202835,101604,credit_card,2024-01-08 20:02:23.737456,18.03,5000.0,1895.98
202836,101605,loan,2024-05-26 20:02:23.737872,6.02,50000.0,37804.04
202837,101606,credit_card,2019-08-27 20:02:23.738259,21.34,10000.0,8162.75
202838,101606,credit_card,2025-08-28 20:02:23.738470,18.76,5000.0,2374.7
202839,101606,credit_card,2020-03-19 20:02:23.738687,19.31,30000.0,6958.88
202840,101607,savings,2023-07-31 20:02:23.738992,,,31793.71
202841,101607,loan,2024-03-29 20:02:23.739286,10.7,50000.0,30916.82
202842,101608,loan,2018-02-13 20:02:23.739708,10.93,100000.0,72780.03
202843,101609,savings,2023-02-21 20:02:23.740013,,,43348.36
202844,101610,loan,2021-07-08 20:02:23.740373,10.97,20000.0,17890.41
202845,101610,loan,2020-07-08 20:02:23.740583,9.13,20000.0,14627.19
202846,101610,loan,2019-10-29 20:02:23.740787,7.11,100000.0,70406.54
202847,101611,credit_card,2025-10-07 20:02:23.741189,19.85,20000.0,9779.52
202848,101611,loan,2023-10-05 20:02:23.741404,9.33,100000.0,82157.41
202849,101612,savings,2020-12-03 20:02:23.741712,,,10671.64
202850,101612,savings,2022-01-04 20:02:23.741830,,,49441.27
202851,101612,savings,2018-06-19 20:02:23.741943,,,12988.57
202852,101613,credit_card,2021-01-06 20:02:23.742302,21.61,20000.0,17873.11
202853,101613,savings,2019-08-12 20:02:23.742437,,,37557.6
202854,101614,savings,2020-08-11 20:02:23.742719,,,42838.25
202855,101614,savings,2025-02-11 20:02:23.742837,,,29982.22
202856,101614,savings,2019-11-24 20:02:23.742961,,,31714.43
202857,101615,savings,2023-06-07 20:02:23.743271,,,19430.85
202858,101615,credit_card,2018-11-05 20:02:23.743634,15.96,5000.0,3180.65
202859,101615,credit_card,2020-10-10 20:02:23.743975,17.38,30000.0,26536.87
202860,101616,savings,2024-05-11 20:02:23.744411,,,47149.49
202861,101617,savings,2020-04-20 20:02:23.744749,,,14820.19
202862,101617,savings,2022-12-24 20:02:23.744882,,,44976.09
202863,101618,credit_card,2023-06-16 20:02:23.745312,18.39,10000.0,7994.1
202864,101618,savings,2021-06-23 20:02:23.745459,,,3821.07
202865,101619,savings,2023-10-13 20:02:23.745763,,,43615.42
202866,101619,loan,2022-04-30 20:02:23.745962,7.93,50000.0,31121.09
202867,101619,credit_card,2019-02-10 20:02:23.746196,15.06,30000.0,22624.38
202868,101620,savings,2023-08-31 20:02:23.746513,,,42839.58
202869,101621,loan,2019-04-06 20:02:23.746882,9.03,100000.0,59164.45
202870,101622,credit_card,2024-07-30 20:02:23.747295,21.6,30000.0,26006.61
202871,101622,loan,2021-10-01 20:02:23.747512,9.41,50000.0,41807.86
202872,101623,credit_card,2019-03-31 20:02:23.748190,18.68,20000.0,13583.05
202873,101623,savings,2020-07-21 20:02:23.748360,,,40524.44
202874,101624,savings,2020-05-15 20:02:23.749619,,,18409.47
202875,101625,credit_card,2024-03-16 20:02:23.750205,20.92,5000.0,3570.53
202876,101625,credit_card,2025-03-09 20:02:23.750432,20.39,30000.0,17781.65
202877,101626,loan,2024-07-07 20:02:23.750835,11.62,20000.0,11209.82
202878,101627,savings,2024-03-16 20:02:23.751148,,,11699.67
202879,101627,savings,2025-01-23 20:02:23.751400,,,19282.25
202880,101627,credit_card,2023-10-05 20:02:23.751645,15.08,5000.0,2742.71
202881,101628,savings,2022-09-24 20:02:23.752005,,,36536.52
202882,101628,savings,2022-06-17 20:02:23.752218,,,40083.54
202883,101629,loan,2019-07-11 20:02:23.752647,10.24,20000.0,9708.42
202884,101629,savings,2020-12-01 20:02:23.752783,,,10107.6
202885,101630,savings,2023-10-17 20:02:23.753068,,,41114.93
202886,101630,loan,2022-08-10 20:02:23.753428,9.94,50000.0,41063.69
202887,101630,loan,2021-10-19 20:02:23.753768,7.91,20000.0,16268.98
202888,101631,loan,2019-03-31 20:02:23.754187,6.54,20000.0,14340.44
202889,101631,savings,2018-05-10 20:02:23.754323,,,17403.97
202890,101632,credit_card,2018-01-16 20:02:23.754691,20.93,20000.0,6479.46
202891,101633,loan,2023-09-05 20:02:23.755072,7.84,20000.0,17969.79
202892,101633,credit_card,2025-03-25 20:02:23.755284,19.68,20000.0,5983.02
202893,101634,savings,2021-03-20 20:02:23.755648,,,11516.45
202894,101634,savings,2020-09-02 20:02:23.755768,,,49186.01
202895,101635,credit_card,2020-10-24 20:02:23.756128,18.99,10000.0,5486.64
202896,101636,savings,2024-06-02 20:02:23.756443,,,28309.67
202897,101637,loan,2021-08-13 20:02:23.756801,11.37,100000.0,80232.78
202898,101637,loan,2025-03-31 20:02:23.757020,8.51,50000.0,43961.46
202899,101637,credit_card,2023-10-19 20:02:23.757224,20.61,20000.0,7590.94
202900,101638,loan,2018-07-20 20:02:23.757636,7.01,50000.0,39139.59
202901,101639,credit_card,2020-07-04 20:02:23.758016,20.53,5000.0,4232.19
202902,101639,credit_card,2025-08-14 20:02:23.758225,18.63,20000.0,16202.75
202903,101640,credit_card,2022-11-05 20:02:23.758604,20.65,30000.0,23595.66
202904,101640,credit_card,2025-09-19 20:02:23.758811,21.64,30000.0,10892.23
202905,101641,savings,2020-06-10 20:02:23.759119,,,39410.09
202906,101641,savings,2021-12-04 20:02:23.759491,,,37506.35
202907,101642,loan,2021-05-22 20:02:23.760133,11.92,20000.0,10913.74
202908,101643,credit_card,2020-03-11 20:02:23.760612,16.25,5000.0,3925.93
202909,101644,credit_card,2018-04-03 20:02:23.761071,17.34,20000.0,17427.3
202910,101644,credit_card,2025-05-07 20:02:23.761298,17.16,10000.0,2739.59
202911,101645,loan,2019-06-06 20:02:23.761702,8.84,20000.0,17093.54
202912,101645,savings,2018-11-16 20:02:23.761844,,,36832.92
202913,101645,loan,2024-10-13 20:02:23.762035,9.68,50000.0,46112.22
202914,101646,savings,2024-04-01 20:02:23.762351,,,27580.45
202915,101647,savings,2025-06-22 20:02:23.762642,,,44211.45
202916,101647,savings,2022-04-30 20:02:23.762761,,,46313.38
202917,101648,savings,2019-08-27 20:02:23.763079,,,39606.22
202918,101649,credit_card,2025-06-22 20:02:23.763450,15.84,10000.0,7259.84
202919,101649,credit_card,2025-09-02 20:02:23.763665,20.81,30000.0,18020.68
202920,101650,savings,2024-06-24 20:02:23.763970,,,31230.03
202921,101650,savings,2025-01-20 20:02:23.764090,,,14500.25
202922,101650,credit_card,2022-06-16 20:02:23.764278,15.51,30000.0,15388.18
202923,101651,credit_card,2022-12-16 20:02:23.765948,16.25,5000.0,3328.48
202924,101651,credit_card,2021-03-28 20:02:23.766234,16.82,10000.0,8671.65
202925,101652,credit_card,2018-05-19 20:02:23.766899,21.3,5000.0,3998.69
202926,101652,credit_card,2020-04-18 20:02:23.767130,21.24,20000.0,9688.31
202927,101653,credit_card,2022-11-19 20:02:23.767557,20.48,10000.0,7123.77
202928,101654,credit_card,2019-06-08 20:02:23.768210,15.05,5000.0,1963.04
202929,101654,savings,2022-11-01 20:02:23.768380,,,23778.72
202930,101655,credit_card,2018-12-06 20:02:23.768830,21.79,10000.0,7110.46
202931,101656,savings,2018-02-03 20:02:23.769182,,,6523.56
202932,101656,loan,2020-10-04 20:02:23.769385,6.34,20000.0,16074.03
202933,101657,savings,2024-12-30 20:02:23.769751,,,7984.43
202934,101658,savings,2023-08-19 20:02:23.770052,,,39247.7
202935,101659,credit_card,2025-08-02 20:02:23.770421,16.53,20000.0,4541.44
202936,101660,loan,2022-07-08 20:02:23.770830,10.16,100000.0,61608.27
202937,101661,savings,2018-06-21 20:02:23.771144,,,14585.72
202938,101662,savings,2024-12-01 20:02:23.771440,,,8031.79
202939,101663,savings,2023-01-01 20:02:23.771757,,,39872.02
202940,101663,loan,2020-09-05 20:02:23.771954,6.44,20000.0,9996.33
202941,101664,savings,2021-09-19 20:02:23.772273,,,26703.44
202942,101664,savings,2025-07-15 20:02:23.772393,,,11182.89
202943,101665,credit_card,2022-05-21 20:02:23.772755,20.5,5000.0,3153.94
202944,101666,credit_card,2025-05-25 20:02:23.773133,19.06,20000.0,17523.47
202945,101666,loan,2025-09-23 20:02:23.773345,8.6,100000.0,48345.76
202946,101667,credit_card,2019-07-12 20:02:23.773749,17.09,5000.0,2404.82
202947,101667,credit_card,2023-01-17 20:02:23.773961,17.7,10000.0,7559.64
202948,101668,credit_card,2020-02-10 20:02:23.774351,18.79,5000.0,2209.45
202949,101668,credit_card,2025-02-24 20:02:23.774561,17.39,30000.0,21128.65
202950,101669,credit_card,2020-05-24 20:02:23.775202,15.04,30000.0,10023.95
202951,101669,loan,2025-06-26 20:02:23.775418,8.81,50000.0,27623.31
202952,101669,savings,2019-07-29 20:02:23.775551,,,40107.55
202953,101670,savings,2018-12-10 20:02:23.775884,,,16630.71
202954,101671,loan,2023-02-22 20:02:23.776250,10.64,100000.0,68279.85
202955,101671,credit_card,2022-09-19 20:02:23.776462,16.5,30000.0,17722.96
202956,101672,loan,2020-05-02 20:02:23.776854,8.0,100000.0,50628.76
202957,101673,savings,2019-02-16 20:02:23.777161,,,19828.3
202958,101673,savings,2018-05-02 20:02:23.777280,,,45725.36
202959,101674,savings,2023-03-01 20:02:23.777562,,,4277.89
202960,101674,credit_card,2024-03-20 20:02:23.777899,21.75,5000.0,3628.19
202961,101675,credit_card,2022-06-08 20:02:23.778311,18.64,5000.0,4303.0
202962,101675,credit_card,2019-06-04 20:02:23.778520,18.77,20000.0,16497.55
202963,101675,loan,2024-09-24 20:02:23.778724,9.7,100000.0,96547.43
202964,101676,savings,2023-03-27 20:02:23.779027,,,44873.04
202965,101677,savings,2022-04-25 20:02:23.779312,,,3630.48
202966,101677,savings,2022-09-14 20:02:23.779429,,,22088.76
202967,101678,loan,2024-07-19 20:02:23.779945,11.8,20000.0,16670.83
202968,101678,credit_card,2019-11-08 20:02:23.780165,21.48,10000.0,8188.72
202969,101679,savings,2021-11-26 20:02:23.780496,,,3812.55
202970,101679,savings,2018-07-31 20:02:23.780622,,,29175.68
202971,101680,credit_card,2023-12-27 20:02:23.780979,18.46,30000.0,23130.6
202972,101680,credit_card,2021-05-10 20:02:23.782192,18.2,5000.0,4326.12
202973,101681,loan,2019-10-24 20:02:23.783039,9.14,100000.0,65071.57
202974,101681,loan,2025-11-06 20:02:23.783288,10.03,20000.0,17650.63
202975,101682,credit_card,2023-08-13 20:02:23.783733,21.64,30000.0,10599.38
202976,101683,credit_card,2020-06-22 20:02:23.784206,16.51,20000.0,14069.49
202977,101683,savings,2018-02-12 20:02:23.784353,,,28560.37
202978,101683,savings,2023-11-20 20:02:23.784626,,,20601.64
202979,101684,savings,2025-05-06 20:02:23.785059,,,32753.9
202980,101684,credit_card,2024-04-07 20:02:23.785290,17.86,30000.0,16173.29
202981,101685,loan,2025-10-07 20:02:23.785752,8.46,20000.0,16964.61
202982,101686,credit_card,2025-01-25 20:02:23.786168,18.67,10000.0,6404.88
202983,101686,savings,2023-05-06 20:02:23.786352,,,48789.38
202984,101687,savings,2018-10-13 20:02:23.786664,,,21630.5
202985,101688,credit_card,2024-02-21 20:02:23.787040,18.45,30000.0,10908.41
202986,101688,savings,2021-06-01 20:02:23.787179,,,24027.56
202987,101689,savings,2022-11-07 20:02:23.787471,,,10421.28
202988,101689,loan,2023-06-06 20:02:23.787666,7.92,20000.0,18932.44
202989,101690,credit_card,2021-09-21 20:02:23.788069,17.28,10000.0,8348.88
202990,101690,credit_card,2021-06-19 20:02:23.788307,16.43,30000.0,14423.79
202991,101691,savings,2023-03-30 20:02:23.788620,,,16860.4
202992,101691,savings,2021-09-17 20:02:23.788737,,,35198.22
202993,101691,credit_card,2021-01-05 20:02:23.788926,18.0,20000.0,14935.16
202994,101692,savings,2018-03-27 20:02:23.789241,,,33689.16
202995,101692,savings,2021-09-18 20:02:23.789371,,,33149.85
202996,101693,credit_card,2017-12-20 20:02:23.789735,18.36,10000.0,4649.75
202997,101693,savings,2022-09-08 20:02:23.789870,,,40977.84
202998,101694,savings,2023-03-01 20:02:23.790151,,,21012.9
202999,101694,savings,2021-06-20 20:02:23.790267,,,33784.18
203000,101694,savings,2020-07-18 20:02:23.790410,,,18886.19
203001,101695,savings,2022-09-09 20:02:23.790693,,,23460.98
203002,101695,savings,2022-03-21 20:02:23.790810,,,11859.72
203003,101696,savings,2017-10-28 20:02:23.791096,,,21607.62
203004,101697,loan,2020-07-21 20:02:23.791452,10.41,20000.0,16376.04
203005,101697,credit_card,2022-05-27 20:02:23.791676,21.47,30000.0,13985.9
203006,101698,savings,2023-07-02 20:02:23.791982,,,5632.56
203007,101698,credit_card,2022-09-21 20:02:23.792177,19.85,10000.0,5618.33
203008,101699,credit_card,2022-09-05 20:02:23.792590,15.82,5000.0,1651.36
203009,101700,loan,2020-03-14 20:02:23.792971,10.0,20000.0,16696.54
203010,101700,loan,2021-07-18 20:02:23.793179,8.65,20000.0,19758.49
203011,101701,credit_card,2024-03-04 20:02:23.793553,21.45,5000.0,1779.12
